#,Al2O3_mol,B2O3_mol,CaO_mol,Na2O_mol,SiO2_mol,ZrO2_mol,V2O5_mol,Li2O_mol,SUM,pH (90 °C),Measurement,r0,ln r0,Al-Al,Al-B,Al-Si,Al-Zr,B-B,B-Si,B-Zr,Si-Si,Si-Zr,Zr-Zr,Al-V4,Al-V5,B3-V4,B3-V5,Si-V4,Si-V5,Zr-V4,Zr-V5,V4-V4,V4-V5,V5-V5,sum_poly,Al-V,B-V,Si-V,Zr-V,V-V,Former-V,Former-Zr,B-B + B-Si,"NBO, %",System Size (# atoms),a (Å),Vol (A3),sum_poly
43,0.183834873,0.159613342,0.057318362,0.271917673,0.310109791,0.017205959,,,1,10.21,SRCA,328.56013,5.794719865,0.146980314,0.23690357,0.291458125,0.017350684,0.049716383,0.132632633,0.01951952,0.08291625,0.022188856,0.000333667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059392726,0.182349016,13.17666667,12002,53.46897888,152864.1588,#REF!
44,0.23,0.15963,0.05734,0.31808,0.21774,0.01722,,,1.00001,10.21,SRCA,800.97303,6.685827276,0.23989726,0.290924658,0.252739726,0.023287671,0.041780822,0.082020548,0.017294521,0.035787671,0.015924658,0.000342466,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.056849315,0.12380137,13.92766667,11994,53.61697218,154136.9835,#REF!
45,0.0384,0.1596,0.0573,0.1265,0.602,0.0162,0,,1,10,ICP Si,17.388,2.855780313,0.006143306,0.046258812,0.104209722,0.003595391,0.081476658,0.366701583,0.014381564,0.343600487,0.033236135,0.000396342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051609433,0.448178241,5.280666667,19999,63.116375,251435.2384,#REF!
46,0.0382,0.1589,0.057,0.1258,0.599,0.0161,0.005,,1,10,ICP Si,19.987,2.995082062,0.005654235,0.03129819,0.105031698,0.003969387,0.0844994,0.360557428,0.013878577,0.34019647,0.032012108,0.000571135,0.000428351,0.001599178,0.001542064,0.005254441,0.00237021,0.010366097,8.56702E-05,0.000485465,0,0.000114227,8.56702E-05,1,0.002027529,0.006796505,0.012736307,0.000571135,0.000199897,0.022331372,0.051002342,0.445056828,5.235333333,19995,63.135372,251662.3404,#REF!
47,0.0381,0.1581,0.0567,0.1252,0.596,0.016,0.0099,,1,10,ICP Si,21.672,3.076021105,0.006149958,0.045773659,0.099269868,0.00336984,0.08118506,0.345914069,0.013984836,0.329514181,0.031058691,0.000673968,0.00056164,0.002836282,0.002443134,0.010334176,0.006543106,0.018983432,0.000196574,0.000673968,2.8082E-05,0.000196574,0.000308902,1,0.003397922,0.01277731,0.025526537,0.000870542,0.000533558,0.043105869,0.049957877,0.427099129,5.08,19992,63.387017,254683.5782,#REF!
48,0.0377,0.1565,0.0562,0.124,0.5902,0.0158,0.0196,,1,10,ICP Si,32.256,3.473704072,0.004917987,0.04415011,0.095313941,0.003157571,0.074580155,0.339732305,0.014139213,0.31145388,0.028278425,0.00036326,0.001536871,0.005979825,0.005532735,0.019252801,0.011428731,0.036493699,0.000502976,0.001425098,0.000111772,0.000670635,0.000978009,1,0.007516696,0.024785537,0.04792243,0.001928074,0.001760416,0.083913153,0.047866544,0.41431246,4.957333333,19990,63.332452,254026.4318,#REF!
49,0.0366,0.152,0.0546,0.1204,0.5734,0.0154,0.0476,,1,10,ICP Si,70.5,4.25561271,0.004466391,0.035425972,0.084778206,0.00302383,0.069964213,0.296806946,0.011762421,0.278830416,0.024995145,0.000416123,0.003883818,0.013454656,0.014397869,0.040308486,0.027158987,0.075984132,0.001581269,0.004105751,0.000471607,0.003495437,0.004688324,1,0.017338475,0.054706356,0.103143119,0.00568702,0.008655367,0.189530335,0.04588454,0.36677116,4.888,19998,63.900999,260929.3566,#REF!
50,0.0356,0.1478,0.053,0.1171,0.5574,0.015,0.074,,0.9999,10,ICP Si,68.475,4.226468715,0.003080575,0.030523133,0.079727553,0.002232711,0.061865868,0.263827262,0.010456999,0.267529605,0.023485855,0.000423932,0.004493683,0.018766074,0.017042082,0.05522426,0.034225476,0.101461154,0.001526157,0.005256762,0.001300059,0.007800356,0.009750445,1,0.023259758,0.072266343,0.135686629,0.006782918,0.018850861,0.256846508,0.043382415,0.325693129,5.836,19995,64.043076,262673.6742,#REF!
51,0.0384,0.1596,0.0573,0.1265,0.602,0.0162,0,,1,2,ICP Si,0.86184,-0.14868564,0.006143306,0.046258812,0.104209722,0.003595391,0.081476658,0.366701583,0.014381564,0.343600487,0.033236135,0.000396342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051609433,0.448178241,5.280666667,19999,63.116375,251435.2384,#REF!
52,0.0366,0.152,0.0546,0.1204,0.5734,0.0154,0.0476,,1,2,ICP Si,6.425,1.860196631,0.004466391,0.035425972,0.084778206,0.00302383,0.069964213,0.296806946,0.011762421,0.278830416,0.024995145,0.000416123,0.003883818,0.013454656,0.014397869,0.040308486,0.027158987,0.075984132,0.001581269,0.004105751,0.000471607,0.003495437,0.004688324,1,0.017338475,0.054706356,0.103143119,0.00568702,0.008655367,0.189530335,0.04588454,0.36677116,4.888,19998,63.900999,260929.3566,#REF!
53,,0.17,0.04,0.18,0.61,0,,,1,6.9,,37,3.610917913,0,0,0,0,0.109697851,0.481414183,0.002751532,0.397622261,0.008462257,5.19157E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.011265704,0.591112034,10.04,12004,52.86090088,147707.8854,#REF!
54,,0.17,0.04,0.18,0.6,0.01,,,1,6.9,,15,2.708050201,0,0,0,0,0.112482783,0.4712544,0.013620364,0.371320716,0.03081161,0.000510126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.044942101,0.583737183,9.17,12004,52.73442459,146650.1916,#REF!
55,,0.18,0.04,0.18,0.59,0.02,,,1.01,6.9,,5.1,1.62924054,0,0,0,0,0.116577056,0.453796292,0.02929501,0.341892367,0.0574343,0.001004975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087734285,0.570373348,8.2,12006,52.71591187,146495.7986,#REF!
56,,0.18,0.04,0.18,0.57,0.04,,,1.01,6.9,,1.3,0.262364264,0,0,0,0,0.112838935,0.422420156,0.05024359,0.313567246,0.095861424,0.005068648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.151173663,0.535259092,7.43,12006,52.79950333,147193.7981,#REF!
57,,0.17,0.04,0.18,0.55,0.06,,,1,6.9,,0.19,-1.660731207,0,0,0,0,0.111267196,0.394787832,0.070964929,0.281486146,0.132241814,0.009252083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.212458826,0.506055028,7.21,12004,52.82020187,147366.9754,#REF!
58,,0.18,0.04,0.19,0.51,0.08,,,1,6.9,,0.091,-2.396895772,0,0,0,0,0.11544563,0.386645515,0.088332853,0.245529276,0.151067205,0.012979521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.252379579,0.502091145,6.73,12006,52.87601089,147834.5863,#REF!
60,,,0.1,0.15,0.74,0.01,,,1,,CD,0.69,-0.371063681,0,0,0,0,0,0,0,0.955522239,0.044277861,0.0001999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.044477761,0,,,,0,#REF!
61,,,0.1,0.15,0.72,0.03,,,1,,CD,0.292,-1.231001477,0,0,0,0,0,0,0,0.866156788,0.132836872,0.00100634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.133843212,0,,,,0,#REF!
62,,,0.1,0.15,0.7,0.05,,,1,,CD,0.225,-1.491654877,0,0,0,0,0,0,0,0.7868,0.2087,0.0045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2132,0,,,,0,#REF!
63,,,0.1,0.15,0.68,0.07,,,1,,CD,0.167,-1.789761467,0,0,0,0,0,0,0,0.7323,0.2573,0.0104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2677,0,,,,0,#REF!
64,0,0.18,0,0.142,0.677,0,0,0,0.999,9,,14,2.63905733,0,0,0,0,0.100291168,0.47474234,0,0.424966493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.575033507,2.6,12000,53.15321732,150171.8985,#REF!
65,0.041,0.173,0,0.136,0.649,0,0,0,0.999,9,,2.6,0.955511445,0.006270154,0.048459334,0.110220351,0,0.090066284,0.380687925,0,0.364295951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.47075421,1.8,11999,53.59650421,153960.5282,#REF!
66,0.039,0.163,0.058,0.128,0.612,0,0,0,1,9,,9.9,2.292534757,0.005350945,0.048833398,0.111212881,0,0.086097185,0.386521404,0,0.361984188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.472618589,5.9,12000,53.42998505,152529.9605,#REF!
67,0.038,0.16,0.057,0.126,0.601,0.017,0,0,0.999,9,,8.2,2.104134154,0.006143306,0.046258812,0.104209722,0.003595391,0.081476658,0.366701583,0.014381564,0.343600487,0.033236135,0.000396342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051609433,0.448178241,4.9,19999,63.116375,251435.2384,#REF!
68,0.04,0.17,0,0.134,0.638,0.018,0,0,1,9,,2.2,0.78845736,0.006794866,0.048496691,0.105475863,0.003908158,0.08189368,0.353732735,0.015899098,0.350357508,0.032864058,0.000577342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053248657,0.435626416,1.6,11999,53.77434158,155498.178,#REF!
69,0,0.17,0.06,0.134,0.636,0,0,0,1,9,,52.2,3.955082495,0,0,0,0,0.102105999,0.474698074,0,0.423195928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.576804072,8.1,12000,53.1051445,149764.8117,#REF!
70,0,0.167,0.059,0.131,0.625,0.018,0,0,1,9,,56.4,4.032469159,0,0,0,0,0.097418979,0.446827091,0.017950708,0.397244324,0.040073743,0.000485154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.058509606,0.54424607,6.5,12002,53.15372467,150176.1988,#REF!
71,0,0.277,0,0.116,0.605,0,0,0,0.998,9,,197,5.283203729,0,0,0,0,0.196872625,0.499674232,0,0.303453144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.696546856,1,10000,49.24663319,119434.4556,#REF!
72,0,0.207,0,0.362,0.432,0,0,0,1.001,9,,47370,10.7657444,0,0,0,0,0.223017343,0.530729079,0,0.246253578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.753746422,26.7,10002,49.36863764,120324.3234,#REF!
73,0,0.15,0,0.309,0.542,0,0,0,1.001,9,,2070,7.635303886,0,0,0,0,0.112596006,0.497235023,0,0.390168971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.609831029,22.2,10001,49.75145855,123145.1897,#REF!
74,0.099,0,0.139,0.19,0.553,0,0,0.019,1,9,,6.1,1.808288771,0.057308435,0,0.492675467,0,0,0,0,0.450016098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,9999,51.02535629,132848.9535,#REF!
75,0.201,0,0.123,0.17,0.486,0,0,0.019,0.999,9,,7.4,2.00148,0.20215288,0,0.571794708,0,0,0,0,0.226052412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.6,9999,51.11527252,133552.506,#REF!
76,0.059,0,0.154,0.213,0.574,0,0,0,1,9,,6,1.791759469,0.023990477,0,0.373592162,0,0,0,0,0.602417361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.3,10000,51.26753998,134749.585,#REF!
77,0.059,0,0.368,0,0.573,0,0,0,1,9,,3.8,1.335001067,0.028795812,0,0.361763216,0,0,0,0,0.609440973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.3,9998,50.93833923,132170.4425,#REF!
78,0.069,0,0,0.349,0.581,0,0,0,0.999,9,,1.2,0.182321557,0.026527712,0,0.388820464,0,0,0,0,0.584651824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.3,10000,51.11637497,133561.1476,#REF!
79,0.125,0,0,0.125,0.75,0,0,0,1,9,,0.26,-1.347073648,0.062347318,0,0.40929368,0,0,0,0,0.528359002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.6,10000,52.31023407,143139.6629,#REF!
80,0,0.153699721,0.055155649,0.121830837,0.652750439,0.016563354,,,1,7.485237723,SRCA,4.308724352,2.474820118,0,0,0,0,0.086069724,0.418631564,0.016056705,0.441921018,0.036453059,0.00086793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053377694,0.504701287,6.491333333,11999,53.42543793,152491.021,#REF!
81,0.009330915,0.155173424,0.055680209,0.122924361,0.640166927,0.016724163,,,1,7.485237723,SRCA,3.300036731,2.543568562,0.000385486,0.01079362,0.02814051,0.000867344,0.087794536,0.398255674,0.014648485,0.420854816,0.037777671,0.000481858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053775358,0.48605021,6.415666667,11995,53.53638647,153443.029,#REF!
82,0.018837603,0.156634971,0.05620465,0.124082161,0.62735893,0.016881685,,,1,7.485237723,SRCA,2.50202482,2.627544164,0.001913967,0.024307383,0.05540935,0.001961816,0.085027992,0.38714771,0.015120341,0.392602517,0.035791186,0.000717738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053591081,0.472175702,6.218666667,11993,53.53585074,153438.4227,#REF!
83,0.028525076,0.158124313,0.056739064,0.125261979,0.614307366,0.017042202,,,1,7.485237723,SRCA,2.095874939,2.633701585,0.003118703,0.034401689,0.084636791,0.002782842,0.079311007,0.376691296,0.014202092,0.36877459,0.03550523,0.00057576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053065925,0.456002303,6.083,11999,53.61135958,154088.5836,#REF!
84,0.038399235,0.159624915,0.057336105,0.126476601,0.600938837,0.017224306,,,1,7.485237723,SRCA,3.072362507,2.629320076,0.00610362,0.045422285,0.106458481,0.004542229,0.085734564,0.355287438,0.015471966,0.347054649,0.033356991,0.000567779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053938964,0.441022001,5.429666667,12000,53.55714798,153621.6148,#REF!
85,0.119829527,0.172138036,0.061774858,0.13642516,0.491283342,0.018549077,,,1,7.485237723,SRCA,3.809743511,3.481047148,0.054436884,0.138036384,0.24399389,0.007915567,0.070545758,0.242327455,0.016525483,0.1987224,0.026662963,0.000833218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051937231,0.312873212,4.766666667,12001,53.77684784,155519.9209,#REF!
86,0.215092562,0.186778829,0.067062687,0.148033303,0.362904176,0.020128441,,,1,7.485237723,SRCA,19.07261174,5.020080811,0.15753152,0.231585932,0.277239549,0.021101526,0.04777704,0.136297279,0.017650962,0.091705375,0.018447246,0.00066357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.057863305,0.18407432,4.058,11999,53.69790268,154836.0096,#REF!
87,0.038399235,0.159624915,0.057336105,0.126476601,0.600938837,0.017224306,,,1,7.485237723,SRCA,1.873776639,2.629320076,0.00610362,0.045422285,0.106458481,0.004542229,0.085734564,0.355287438,0.015471966,0.347054649,0.033356991,0.000567779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053938964,0.441022001,5.429666667,12000,53.55714798,153621.6148,#REF!
88,0.111106694,0.159621888,0.057301776,0.199219485,0.455551571,0.017198585,,,1,7.485237723,SRCA,5.994327598,3.81280757,0.04950495,0.137840347,0.250928218,0.00990099,0.073483911,0.238397277,0.016862624,0.193688119,0.029084158,0.000309406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.056157178,0.311881188,9.595333333,12000,53.41860962,152432.5588,#REF!
89,0.183834873,0.159613342,0.057318362,0.271917673,0.310109791,0.017205959,,,1,7.485237723,SRCA,65.80787627,5.794719865,0.146980314,0.23690357,0.291458125,0.017350684,0.049716383,0.132632633,0.01951952,0.08291625,0.022188856,0.000333667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059392726,0.182349016,13.17666667,12002,53.46897888,152864.1588,#REF!
90,0.23,0.15963,0.05734,0.31808,0.21774,0.01722,,,1.00001,7.485237723,SRCA,199.6307708,6.685827276,0.23989726,0.290924658,0.252739726,0.023287671,0.041780822,0.082020548,0.017294521,0.035787671,0.015924658,0.000342466,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.056849315,0.12380137,13.92766667,11994,53.61697218,154136.9835,#REF!
91,0.0384,0.1595,0.0572,0.1263,0.6004,0.0172,,,0.999,7.485237723,SRCA,2.562682196,0.941054443,0.005884159,0.045691772,0.107654523,0.003428162,0.081815391,0.362310684,0.015145313,0.34220221,0.035304953,0.000562833,,,,,,,,,,,,,,,,,,,0.054441261,,5.72,33382,75.0054,421966.1316,
92,0.0384,0.1596,0.0493,0.1264,0.6008,0.0172,,,0.9917,7.485237723,SRCA,2.305676746,0.835374232,0.007128571,0.047028053,0.104210472,0.003589928,0.083337607,0.35473614,0.015898251,0.348992256,0.034463306,0.000615416,,,,,,,,,,,,,,,,,,,0.054566901,,6.1,33388,75.052,422753.1085,
93,0.0384,0.1596,0.0444,0.1265,0.601,0.0172,,,0.9871,7.485237723,SRCA,2.121714687,0.752224576,0.005908344,0.048345664,0.10460337,0.004110152,0.080918619,0.357274969,0.015361693,0.348129881,0.0351418,0.000205508,,,,,,,,,,,,,,,,,,,0.054819153,,6.15,33391,75.0646,422966.0642,
94,0.0385,0.1598,0.0387,0.1265,0.6015,0.0172,,,0.9822,7.485237723,SRCA,2.314209268,0.83906806,0.006781054,0.047929724,0.103667934,0.0038015,0.082194596,0.354772424,0.015257372,0.34989212,0.034932703,0.000770574,,,,,,,,,,,,,,,,,,,0.054762149,,6.28,33407,75.1342,424143.6796,
95,0.0385,0.1596,0.0287,0.1264,0.6009,0.0172,,,0.9713,7.485237723,SRCA,2.157059099,0.768745766,0.005410419,0.046323492,0.107126295,0.003658474,0.08357809,0.35049209,0.016076673,0.351883341,0.034729737,0.000721389,,,,,,,,,,,,,,,,,,,0.055186273,,6.49,33394,75.1579,424545.1762,
